"","seqnames","start","end","width","strand","peakID"
"10166","chr3",110332411,110332792,382,"*","Peak_10166_DC2_only"
"10167","chr3",110495495,110495860,366,"*","Peak_10167_DC2_only"
"10168","chr3",110711736,110712248,513,"*","Peak_10168_DC1_only"
"10169","chr3",110888848,110889818,971,"*","Peak_10169_DC2_only"
"10170","chr3",110916887,110917164,278,"*","Peak_10170_DC2_only"
"10171","chr3",110949159,110949445,287,"*","Peak_10171_DC2_only"
"10172","chr3",111012598,111013075,478,"*","Peak_10172_DC1_only"
"10173","chr3",111071142,111071872,731,"*","Peak_10173_DC1_only"
"10174","chr3",111561522,111562123,602,"*","Peak_10174_DC2_only"
"10175","chr3",111674317,111675029,713,"*","Peak_10175_DC1_only"
"10176","chr3",111717327,111717710,384,"*","Peak_10176_DC2_only"
"10177","chr3",111793413,111793715,303,"*","Peak_10177_DC2_only"
"10178","chr3",111859200,111861002,1803,"*","Peak_10178_Both_DC1_DC2"
"10179","chr3",111913050,111913747,698,"*","Peak_10179_DC2_only"
"10180","chr3",111978581,111979422,842,"*","Peak_10180_Both_DC1_DC2"
"10181","chr3",111998693,111999601,909,"*","Peak_10181_DC2_only"
"10182","chr3",112013433,112014070,638,"*","Peak_10182_DC2_only"
"10183","chr3",112037222,112037566,345,"*","Peak_10183_DC1_only"
"10184","chr3",112085596,112086837,1242,"*","Peak_10184_Both_DC1_DC2"
"10185","chr3",112111364,112111699,336,"*","Peak_10185_DC2_only"
"10186","chr3",112136947,112137265,319,"*","Peak_10186_DC1_only"
"10187","chr3",112185559,112186043,485,"*","Peak_10187_DC2_only"
"10188","chr3",112293375,112293902,528,"*","Peak_10188_DC1_only"
"10189","chr3",112302985,112304635,1651,"*","Peak_10189_Both_DC1_DC2"
"10190","chr3",112333007,112333866,860,"*","Peak_10190_Both_DC1_DC2"
"10191","chr3",112354818,112355150,333,"*","Peak_10191_DC1_only"
"10192","chr3",112399368,112400821,1454,"*","Peak_10192_Both_DC1_DC2"
"10193","chr3",112405024,112405293,270,"*","Peak_10193_DC2_only"
"10194","chr3",112413631,112413991,361,"*","Peak_10194_DC2_only"
"10195","chr3",112416439,112417201,763,"*","Peak_10195_DC2_only"
"10196","chr3",112418436,112419075,640,"*","Peak_10196_DC2_only"
"10197","chr3",112420754,112421181,428,"*","Peak_10197_DC2_only"
"10198","chr3",112422364,112423381,1018,"*","Peak_10198_DC2_only"
"10199","chr3",112437553,112437935,383,"*","Peak_10199_DC1_only"
"10200","chr3",112561193,112562960,1768,"*","Peak_10200_Both_DC1_DC2"
"10201","chr3",112564239,112564900,662,"*","Peak_10201_DC2_only"
"10202","chr3",112641008,112641340,333,"*","Peak_10202_DC1_only"
"10203","chr3",112664812,112665104,293,"*","Peak_10203_DC2_only"
"10204","chr3",112990589,112991541,953,"*","Peak_10204_Both_DC1_DC2"
"10205","chr3",113019008,113020196,1189,"*","Peak_10205_Both_DC1_DC2"
"10206","chr3",113051246,113051633,388,"*","Peak_10206_DC1_only"
"10207","chr3",113210594,113211440,847,"*","Peak_10207_Both_DC1_DC2"
"10208","chr3",113278420,113278938,519,"*","Peak_10208_DC2_only"
"10209","chr3",113441159,113441485,327,"*","Peak_10209_DC2_only"
"10210","chr3",113514731,113515880,1150,"*","Peak_10210_Both_DC1_DC2"
"10211","chr3",113533217,113533534,318,"*","Peak_10211_DC2_only"
"10212","chr3",113591002,113591339,338,"*","Peak_10212_DC1_only"
"10213","chr3",113697155,113697682,528,"*","Peak_10213_DC2_only"
"10214","chr3",113745617,113745895,279,"*","Peak_10214_DC2_only"
"10215","chr3",113745918,113746417,500,"*","Peak_10215_DC1_only"
"10216","chr3",113747145,113747750,606,"*","Peak_10216_DC2_only"
"10217","chr3",113838621,113838916,296,"*","Peak_10217_DC1_only"
"10218","chr3",113839043,113839465,423,"*","Peak_10218_DC2_only"
"10219","chr3",113839795,113840180,386,"*","Peak_10219_DC2_only"
"10220","chr3",113862308,113862613,306,"*","Peak_10220_DC2_only"
"10221","chr3",113913036,113913352,317,"*","Peak_10221_DC1_only"
"10222","chr3",113948080,113948792,713,"*","Peak_10222_Both_DC1_DC2"
"10223","chr3",114056101,114056953,853,"*","Peak_10223_Both_DC1_DC2"
"10224","chr3",114152173,114153113,941,"*","Peak_10224_Both_DC1_DC2"
"10225","chr3",114154446,114154803,358,"*","Peak_10225_DC1_only"
"10226","chr3",114155142,114155741,600,"*","Peak_10226_DC2_only"
"10227","chr3",114178772,114179170,399,"*","Peak_10227_DC1_only"
"10228","chr3",114214232,114215547,1316,"*","Peak_10228_DC2_only"
"10229","chr3",114290788,114291508,721,"*","Peak_10229_Both_DC1_DC2"
"10230","chr3",114318171,114318817,647,"*","Peak_10230_DC2_only"
"10231","chr3",114333893,114334223,331,"*","Peak_10231_DC1_only"
"10232","chr3",114350382,114350786,405,"*","Peak_10232_DC2_only"
"10233","chr3",115147948,115148354,407,"*","Peak_10233_DC2_only"
"10234","chr3",115217495,115218194,700,"*","Peak_10234_DC2_only"
"10235","chr3",115317550,115318413,864,"*","Peak_10235_Both_DC1_DC2"
"10236","chr3",115554269,115554672,404,"*","Peak_10236_DC1_only"
"10237","chr3",115614993,115615428,436,"*","Peak_10237_Both_DC1_DC2"
"10238","chr3",115658563,115659304,742,"*","Peak_10238_Both_DC1_DC2"
"10239","chr3",115692883,115693198,316,"*","Peak_10239_DC2_only"
"10240","chr3",115783232,115784906,1675,"*","Peak_10240_Both_DC1_DC2"
"10241","chr3",115859069,115859737,669,"*","Peak_10241_DC1_only"
"10242","chr3",116445040,116445390,351,"*","Peak_10242_DC2_only"
"10243","chr3",116770867,116771186,320,"*","Peak_10243_DC1_only"
"10244","chr3",116864061,116864625,565,"*","Peak_10244_Both_DC1_DC2"
"10245","chr3",117027952,117028229,278,"*","Peak_10245_DC2_only"
"10246","chr3",117045177,117045611,435,"*","Peak_10246_DC1_only"
"10247","chr3",117104928,117105247,320,"*","Peak_10247_DC1_only"
"10248","chr3",117114571,117115188,618,"*","Peak_10248_DC1_only"
"10249","chr3",117398439,117398711,273,"*","Peak_10249_DC2_only"
"10250","chr3",117399771,117400609,839,"*","Peak_10250_DC2_only"
"10251","chr3",117762282,117762705,424,"*","Peak_10251_DC2_only"
"10252","chr3",117997218,117997610,393,"*","Peak_10252_DC1_only"
"10253","chr3",118544642,118544968,327,"*","Peak_10253_DC2_only"
"10254","chr3",118772570,118772874,305,"*","Peak_10254_DC1_only"
"10255","chr3",119019654,119019982,329,"*","Peak_10255_DC2_only"
"10256","chr3",119034248,119034906,659,"*","Peak_10256_Both_DC1_DC2"
"10257","chr3",119045291,119045587,297,"*","Peak_10257_DC2_only"
"10258","chr3",119130393,119130881,489,"*","Peak_10258_DC2_only"
"10259","chr3",119145647,119146275,629,"*","Peak_10259_DC2_only"
"10260","chr3",119240049,119241101,1053,"*","Peak_10260_Both_DC1_DC2"
"10261","chr3",119242082,119242444,363,"*","Peak_10261_DC2_only"
"10262","chr3",119255896,119256269,374,"*","Peak_10262_DC1_only"
"10263","chr3",119292532,119292842,311,"*","Peak_10263_DC2_only"
"10264","chr3",119293809,119295187,1379,"*","Peak_10264_Both_DC1_DC2"
"10265","chr3",119322283,119324016,1734,"*","Peak_10265_Both_DC1_DC2"
"10266","chr3",119349460,119350458,999,"*","Peak_10266_Both_DC1_DC2"
"10267","chr3",119463408,119464121,714,"*","Peak_10267_Both_DC1_DC2"
"10268","chr3",119468525,119469585,1061,"*","Peak_10268_Both_DC1_DC2"
"10269","chr3",119498186,119498992,807,"*","Peak_10269_Both_DC1_DC2"
"10270","chr3",119551928,119552218,291,"*","Peak_10270_DC2_only"
"10271","chr3",119559597,119559868,272,"*","Peak_10271_DC1_only"
"10272","chr3",119579469,119580241,773,"*","Peak_10272_Both_DC1_DC2"
"10273","chr3",119635908,119636222,315,"*","Peak_10273_DC2_only"
"10274","chr3",119677105,119677921,817,"*","Peak_10274_Both_DC1_DC2"
"10275","chr3",119702608,119703615,1008,"*","Peak_10275_Both_DC1_DC2"
"10276","chr3",119795200,119795526,327,"*","Peak_10276_DC2_only"
"10277","chr3",119809889,119810413,525,"*","Peak_10277_DC2_only"
"10278","chr3",120004021,120004350,330,"*","Peak_10278_DC1_only"
"10279","chr3",120040287,120040670,384,"*","Peak_10279_DC1_only"
"10280","chr3",120093818,120094442,625,"*","Peak_10280_DC2_only"
"10281","chr3",120095216,120096222,1007,"*","Peak_10281_Both_DC1_DC2"
"10282","chr3",120348939,120349712,774,"*","Peak_10282_Both_DC1_DC2"
"10283","chr3",120377968,120378403,436,"*","Peak_10283_DC2_only"
"10284","chr3",120450806,120451679,874,"*","Peak_10284_Both_DC1_DC2"
"10285","chr3",120560414,120560967,554,"*","Peak_10285_DC2_only"
"10286","chr3",120567885,120568231,347,"*","Peak_10286_DC1_only"
"10287","chr3",120596017,120596653,637,"*","Peak_10287_Both_DC1_DC2"
"10288","chr3",120616040,120616381,342,"*","Peak_10288_DC2_only"
"10289","chr3",120622862,120623268,407,"*","Peak_10289_DC1_only"
"10290","chr3",120719224,120720269,1046,"*","Peak_10290_Both_DC1_DC2"
"10291","chr3",120742234,120743112,879,"*","Peak_10291_DC1_only"
"10292","chr3",120908081,120908642,562,"*","Peak_10292_Both_DC1_DC2"
"10293","chr3",121112251,121112537,287,"*","Peak_10293_DC2_only"
"10294","chr3",121545683,121546106,424,"*","Peak_10294_DC1_only"
"10295","chr3",121593061,121594417,1357,"*","Peak_10295_Both_DC1_DC2"
"10296","chr3",121749168,121750105,938,"*","Peak_10296_Both_DC1_DC2"
"10297","chr3",121834356,121835772,1417,"*","Peak_10297_Both_DC1_DC2"
"10298","chr3",121894322,121894801,480,"*","Peak_10298_Both_DC1_DC2"
"10299","chr3",121938306,121938630,325,"*","Peak_10299_DC2_only"
"10300","chr3",121995247,121995666,420,"*","Peak_10300_DC2_only"
"10301","chr3",122021880,122022669,790,"*","Peak_10301_Both_DC1_DC2"
"10302","chr3",122036810,122037237,428,"*","Peak_10302_DC2_only"
"10303","chr3",122047491,122047782,292,"*","Peak_10303_DC2_only"
"10304","chr3",122356360,122356716,357,"*","Peak_10304_DC2_only"
"10305","chr3",122382872,122383648,777,"*","Peak_10305_DC2_only"
"10306","chr3",122383854,122384467,614,"*","Peak_10306_Both_DC1_DC2"
"10307","chr3",122415826,122416541,716,"*","Peak_10307_Both_DC1_DC2"
"10308","chr3",122514510,122515052,543,"*","Peak_10308_Both_DC1_DC2"
"10309","chr3",122563827,122565371,1545,"*","Peak_10309_Both_DC1_DC2"
"10310","chr3",122577420,122577992,573,"*","Peak_10310_Both_DC1_DC2"
"10311","chr3",122681412,122682039,628,"*","Peak_10311_DC2_only"
"10312","chr3",122793331,122794420,1090,"*","Peak_10312_Both_DC1_DC2"
"10313","chr3",122794690,122795368,679,"*","Peak_10313_DC2_only"
"10314","chr3",122912753,122913114,362,"*","Peak_10314_DC2_only"
"10315","chr3",122921833,122922593,761,"*","Peak_10315_DC2_only"
"10316","chr3",122942813,122943467,655,"*","Peak_10316_DC2_only"
"10317","chr3",122975374,122975642,269,"*","Peak_10317_DC2_only"
"10318","chr3",122986570,122987016,447,"*","Peak_10318_DC1_only"
"10319","chr3",123027631,123028019,389,"*","Peak_10319_DC1_only"
"10320","chr3",123028080,123028601,522,"*","Peak_10320_DC2_only"
"10321","chr3",123066709,123067572,864,"*","Peak_10321_Both_DC1_DC2"
"10322","chr3",123067944,123068432,489,"*","Peak_10322_DC2_only"
"10323","chr3",123068915,123069210,296,"*","Peak_10323_DC2_only"
"10324","chr3",123069544,123069810,267,"*","Peak_10324_DC2_only"
"10325","chr3",123138740,123139049,310,"*","Peak_10325_DC2_only"
"10326","chr3",123143743,123144191,449,"*","Peak_10326_DC2_only"
"10327","chr3",123174436,123174756,321,"*","Peak_10327_DC1_only"
"10328","chr3",123193716,123194067,352,"*","Peak_10328_DC2_only"
"10329","chr3",123194580,123194859,280,"*","Peak_10329_DC2_only"
"10330","chr3",123201600,123202495,896,"*","Peak_10330_Both_DC1_DC2"
"10331","chr3",123279334,123279608,275,"*","Peak_10331_DC2_only"
"10332","chr3",123285883,123286730,848,"*","Peak_10332_Both_DC1_DC2"
"10333","chr3",123314888,123316093,1206,"*","Peak_10333_Both_DC1_DC2"
"10334","chr3",123319788,123320938,1151,"*","Peak_10334_DC2_only"
"10335","chr3",123328457,123329750,1294,"*","Peak_10335_DC2_only"
"10336","chr3",123344417,123344708,292,"*","Peak_10336_DC2_only"
"10337","chr3",123411942,123412349,408,"*","Peak_10337_DC2_only"
"10338","chr3",123446905,123447843,939,"*","Peak_10338_DC2_only"
"10339","chr3",123448375,123448682,308,"*","Peak_10339_DC2_only"
"10340","chr3",123450123,123450450,328,"*","Peak_10340_DC1_only"
"10341","chr3",123489395,123489652,258,"*","Peak_10341_DC1_only"
"10342","chr3",123584554,123585822,1269,"*","Peak_10342_Both_DC1_DC2"
"10343","chr3",123586091,123586707,617,"*","Peak_10343_DC2_only"
"10344","chr3",123636549,123636926,378,"*","Peak_10344_DC2_only"
"10345","chr3",123883548,123884084,537,"*","Peak_10345_DC2_only"
"10346","chr3",123884553,123884852,300,"*","Peak_10346_DC1_only"
"10347","chr3",123960810,123961918,1109,"*","Peak_10347_Both_DC1_DC2"
"10348","chr3",124016448,124016790,343,"*","Peak_10348_DC2_only"
"10349","chr3",124032867,124033190,324,"*","Peak_10349_DC2_only"
"10350","chr3",124559791,124560110,320,"*","Peak_10350_DC1_only"
"10351","chr3",124564869,124565451,583,"*","Peak_10351_Both_DC1_DC2"
"10352","chr3",124584609,124585414,806,"*","Peak_10352_Both_DC1_DC2"
"10353","chr3",124586725,124587249,525,"*","Peak_10353_DC2_only"
"10354","chr3",124691800,124692142,343,"*","Peak_10354_DC2_only"
"10355","chr3",124707661,124708058,398,"*","Peak_10355_DC2_only"
"10356","chr3",124730210,124731100,891,"*","Peak_10356_Both_DC1_DC2"
"10357","chr3",124748587,124749043,457,"*","Peak_10357_DC2_only"
"10358","chr3",124750650,124751224,575,"*","Peak_10358_DC2_only"
"10359","chr3",124752463,124752738,276,"*","Peak_10359_DC2_only"
"10360","chr3",124781522,124781957,436,"*","Peak_10360_DC2_only"
"10361","chr3",124784916,124785246,331,"*","Peak_10361_DC2_only"
"10362","chr3",124812673,124813057,385,"*","Peak_10362_DC2_only"
"10363","chr3",124826574,124826996,423,"*","Peak_10363_DC2_only"
"10364","chr3",124830006,124830297,292,"*","Peak_10364_DC2_only"
"10365","chr3",124835017,124835347,331,"*","Peak_10365_DC2_only"
"10366","chr3",124885621,124886208,588,"*","Peak_10366_DC2_only"
"10367","chr3",124886507,124886777,271,"*","Peak_10367_DC2_only"
"10368","chr3",124887421,124888086,666,"*","Peak_10368_DC2_only"
"10369","chr3",124980291,124980726,436,"*","Peak_10369_DC2_only"
"10370","chr3",125039332,125040094,763,"*","Peak_10370_DC2_only"
"10371","chr3",125115913,125116300,388,"*","Peak_10371_DC2_only"
"10372","chr3",125120655,125121163,509,"*","Peak_10372_Both_DC1_DC2"
"10373","chr3",125141338,125142671,1334,"*","Peak_10373_Both_DC1_DC2"
"10374","chr3",125147167,125147562,396,"*","Peak_10374_DC2_only"
"10375","chr3",125149021,125149459,439,"*","Peak_10375_DC2_only"
"10376","chr3",125192110,125192510,401,"*","Peak_10376_DC2_only"
"10377","chr3",125211369,125211713,345,"*","Peak_10377_DC2_only"
"10378","chr3",125212272,125213536,1265,"*","Peak_10378_DC2_only"
"10379","chr3",125318705,125319007,303,"*","Peak_10379_DC2_only"
"10380","chr3",125374442,125374733,292,"*","Peak_10380_DC2_only"
"10381","chr3",125375217,125375768,552,"*","Peak_10381_Both_DC1_DC2"
"10382","chr3",125519649,125520352,704,"*","Peak_10382_Both_DC1_DC2"
"10383","chr3",125595175,125595797,623,"*","Peak_10383_Both_DC1_DC2"
"10384","chr3",125766347,125766660,314,"*","Peak_10384_DC1_only"
"10385","chr3",125767236,125767575,340,"*","Peak_10385_DC2_only"
"10386","chr3",125767975,125768292,318,"*","Peak_10386_DC2_only"
"10387","chr3",125916611,125917697,1087,"*","Peak_10387_Both_DC1_DC2"
"10388","chr3",125921507,125922008,502,"*","Peak_10388_DC2_only"
"10389","chr3",125936643,125936986,344,"*","Peak_10389_DC2_only"
"10390","chr3",125990046,125990992,947,"*","Peak_10390_Both_DC1_DC2"
"10391","chr3",126083975,126084419,445,"*","Peak_10391_Both_DC1_DC2"
"10392","chr3",126133410,126134759,1350,"*","Peak_10392_DC2_only"
"10393","chr3",126179232,126181309,2078,"*","Peak_10393_DC2_only"
"10394","chr3",126212734,126213473,740,"*","Peak_10394_Both_DC1_DC2"
"10395","chr3",126261140,126261510,371,"*","Peak_10395_DC2_only"
"10396","chr3",126267215,126268382,1168,"*","Peak_10396_Both_DC1_DC2"
"10397","chr3",126287725,126288167,443,"*","Peak_10397_DC1_only"
"10398","chr3",126331827,126332212,386,"*","Peak_10398_Both_DC1_DC2"
"10399","chr3",126355938,126356733,796,"*","Peak_10399_Both_DC1_DC2"
"10400","chr3",126357659,126358000,342,"*","Peak_10400_DC2_only"
"10401","chr3",126358296,126358665,370,"*","Peak_10401_DC2_only"
"10402","chr3",126389276,126389728,453,"*","Peak_10402_Both_DC1_DC2"
"10403","chr3",126390092,126390453,362,"*","Peak_10403_DC2_only"
"10404","chr3",126393951,126395189,1239,"*","Peak_10404_DC2_only"
"10405","chr3",126419237,126419614,378,"*","Peak_10405_DC2_only"
"10406","chr3",126419886,126420641,756,"*","Peak_10406_DC2_only"
"10407","chr3",126422749,126423345,597,"*","Peak_10407_DC2_only"
"10408","chr3",126436273,126436638,366,"*","Peak_10408_DC2_only"
"10409","chr3",126474766,126475183,418,"*","Peak_10409_DC2_only"
"10410","chr3",126485923,126486215,293,"*","Peak_10410_DC2_only"
"10411","chr3",126487516,126488395,880,"*","Peak_10411_DC2_only"
"10412","chr3",126523845,126524268,424,"*","Peak_10412_DC2_only"
"10413","chr3",126541421,126541900,480,"*","Peak_10413_DC2_only"
"10414","chr3",126548790,126549406,617,"*","Peak_10414_DC2_only"
"10415","chr3",126664339,126664676,338,"*","Peak_10415_DC2_only"
"10416","chr3",126679023,126679631,609,"*","Peak_10416_Both_DC1_DC2"
"10417","chr3",126703252,126704390,1139,"*","Peak_10417_Both_DC1_DC2"
"10418","chr3",126704583,126705098,516,"*","Peak_10418_DC2_only"
"10419","chr3",126750494,126750962,469,"*","Peak_10419_DC2_only"
"10420","chr3",126751969,126752585,617,"*","Peak_10420_Both_DC1_DC2"
"10421","chr3",126784423,126784693,271,"*","Peak_10421_DC2_only"
"10422","chr3",126817946,126818452,507,"*","Peak_10422_DC2_only"
"10423","chr3",126957108,126957490,383,"*","Peak_10423_DC2_only"
"10424","chr3",126960885,126961414,530,"*","Peak_10424_DC2_only"
"10425","chr3",126982299,126982954,656,"*","Peak_10425_Both_DC1_DC2"
"10426","chr3",126983942,126984890,949,"*","Peak_10426_DC2_only"
"10427","chr3",126986866,126987154,289,"*","Peak_10427_DC2_only"
"10428","chr3",126990258,126990576,319,"*","Peak_10428_DC2_only"
"10429","chr3",127001539,127002554,1016,"*","Peak_10429_DC2_only"
"10430","chr3",127042519,127043005,487,"*","Peak_10430_DC2_only"
"10431","chr3",127209646,127209949,304,"*","Peak_10431_DC2_only"
"10432","chr3",127455382,127456876,1495,"*","Peak_10432_Both_DC1_DC2"
"10433","chr3",127467402,127467751,350,"*","Peak_10433_DC2_only"
"10434","chr3",127473302,127473834,533,"*","Peak_10434_Both_DC1_DC2"
"10435","chr3",127494003,127494427,425,"*","Peak_10435_DC2_only"
"10436","chr3",127544129,127545012,884,"*","Peak_10436_DC2_only"
"10437","chr3",127547948,127548278,331,"*","Peak_10437_DC2_only"
"10438","chr3",127574576,127575098,523,"*","Peak_10438_DC2_only"
"10439","chr3",127575489,127575764,276,"*","Peak_10439_DC2_only"
"10440","chr3",127590509,127591364,856,"*","Peak_10440_Both_DC1_DC2"
"10441","chr3",127598455,127598722,268,"*","Peak_10441_DC2_only"
"10442","chr3",127652353,127652627,275,"*","Peak_10442_DC2_only"
"10443","chr3",127672278,127672792,515,"*","Peak_10443_DC2_only"
"10444","chr3",127672969,127673382,414,"*","Peak_10444_DC1_only"
"10445","chr3",127690803,127691575,773,"*","Peak_10445_DC2_only"
"10446","chr3",127697170,127697552,383,"*","Peak_10446_DC2_only"
"10447","chr3",127734483,127734752,270,"*","Peak_10447_DC2_only"
"10448","chr3",127822689,127823055,367,"*","Peak_10448_DC2_only"
"10449","chr3",127831777,127832106,330,"*","Peak_10449_DC2_only"
"10450","chr3",127851791,127852269,479,"*","Peak_10450_DC2_only"
"10451","chr3",127915097,127915699,603,"*","Peak_10451_DC2_only"
"10452","chr3",128011172,128011590,419,"*","Peak_10452_DC2_only"
"10453","chr3",128051389,128052328,940,"*","Peak_10453_Both_DC1_DC2"
"10454","chr3",128075067,128076419,1353,"*","Peak_10454_Both_DC1_DC2"
"10455","chr3",128095055,128095630,576,"*","Peak_10455_DC2_only"
"10456","chr3",128123589,128124200,612,"*","Peak_10456_DC1_only"
"10457","chr3",128153211,128153940,730,"*","Peak_10457_Both_DC1_DC2"
"10458","chr3",128279234,128279897,664,"*","Peak_10458_DC2_only"
"10459","chr3",128280613,128281062,450,"*","Peak_10459_DC2_only"
"10460","chr3",128281732,128282208,477,"*","Peak_10460_DC2_only"
"10461","chr3",128282786,128283350,565,"*","Peak_10461_DC2_only"
"10462","chr3",128317661,128318028,368,"*","Peak_10462_DC2_only"
"10463","chr3",128321105,128321729,625,"*","Peak_10463_DC2_only"
"10464","chr3",128322257,128322597,341,"*","Peak_10464_DC2_only"
"10465","chr3",128387524,128387804,281,"*","Peak_10465_DC2_only"
"10466","chr3",128391065,128391398,334,"*","Peak_10466_DC2_only"
"10467","chr3",128413777,128414165,389,"*","Peak_10467_DC2_only"
"10468","chr3",128431809,128432885,1077,"*","Peak_10468_DC2_only"
"10469","chr3",128433308,128433646,339,"*","Peak_10469_DC2_only"
"10470","chr3",128439103,128439425,323,"*","Peak_10470_DC2_only"
"10471","chr3",128457655,128457949,295,"*","Peak_10471_DC2_only"
"10472","chr3",128485824,128486267,444,"*","Peak_10472_DC2_only"
"10473","chr3",128488769,128489445,677,"*","Peak_10473_DC2_only"
"10474","chr3",128492145,128492588,444,"*","Peak_10474_DC2_only"
"10475","chr3",128497140,128497671,532,"*","Peak_10475_DC2_only"
"10476","chr3",128498041,128498470,430,"*","Peak_10476_DC2_only"
"10477","chr3",128569819,128570381,563,"*","Peak_10477_DC2_only"
"10478","chr3",128608007,128608718,712,"*","Peak_10478_Both_DC1_DC2"
"10479","chr3",128617024,128618278,1255,"*","Peak_10479_Both_DC1_DC2"
"10480","chr3",128648051,128648358,308,"*","Peak_10480_DC2_only"
"10481","chr3",128650404,128650801,398,"*","Peak_10481_Both_DC1_DC2"
"10482","chr3",128652909,128654069,1161,"*","Peak_10482_DC2_only"
"10483","chr3",128675793,128676144,352,"*","Peak_10483_DC2_only"
"10484","chr3",128680269,128681450,1182,"*","Peak_10484_Both_DC1_DC2"
"10485","chr3",128698040,128698313,274,"*","Peak_10485_DC2_only"
"10486","chr3",128719713,128719991,279,"*","Peak_10486_DC2_only"
"10487","chr3",128725806,128726737,932,"*","Peak_10487_Both_DC1_DC2"
"10488","chr3",128748351,128748620,270,"*","Peak_10488_DC2_only"
"10489","chr3",128751104,128751372,269,"*","Peak_10489_DC2_only"
"10490","chr3",128845346,128846593,1248,"*","Peak_10490_Both_DC1_DC2"
"10491","chr3",128864513,128864972,460,"*","Peak_10491_DC2_only"
"10492","chr3",128879032,128879841,810,"*","Peak_10492_Both_DC1_DC2"
"10493","chr3",128993175,128993933,759,"*","Peak_10493_DC2_only"
"10494","chr3",129000823,129001093,271,"*","Peak_10494_DC2_only"
"10495","chr3",129001766,129002033,268,"*","Peak_10495_DC2_only"
"10496","chr3",129027030,129027288,259,"*","Peak_10496_DC1_only"
"10497","chr3",129027321,129027768,448,"*","Peak_10497_DC2_only"
"10498","chr3",129045842,129047127,1286,"*","Peak_10498_DC2_only"
"10499","chr3",129053900,129054209,310,"*","Peak_10499_DC2_only"
"10500","chr3",129067873,129068270,398,"*","Peak_10500_DC2_only"
"10501","chr3",129087016,129087475,460,"*","Peak_10501_DC2_only"
"10502","chr3",129116246,129116625,380,"*","Peak_10502_DC2_only"
"10503","chr3",129120110,129120946,837,"*","Peak_10503_DC2_only"
"10504","chr3",129122444,129122829,386,"*","Peak_10504_DC2_only"
"10505","chr3",129161040,129161954,915,"*","Peak_10505_Both_DC1_DC2"
"10506","chr3",129183070,129184576,1507,"*","Peak_10506_Both_DC1_DC2"
"10507","chr3",129249312,129249936,625,"*","Peak_10507_Both_DC1_DC2"
"10508","chr3",129278366,129279779,1414,"*","Peak_10508_Both_DC1_DC2"
"10509","chr3",129305371,129306086,716,"*","Peak_10509_Both_DC1_DC2"
"10510","chr3",129307217,129307673,457,"*","Peak_10510_DC2_only"
"10511","chr3",129314567,129315290,724,"*","Peak_10511_Both_DC1_DC2"
"10512","chr3",129316211,129317407,1197,"*","Peak_10512_DC2_only"
"10513","chr3",129323312,129323614,303,"*","Peak_10513_DC2_only"
"10514","chr3",129343681,129344436,756,"*","Peak_10514_DC2_only"
"10515","chr3",129344450,129344730,281,"*","Peak_10515_DC1_only"
"10516","chr3",129356542,129357210,669,"*","Peak_10516_DC2_only"
"10517","chr3",129357990,129358609,620,"*","Peak_10517_DC2_only"
"10518","chr3",129399283,129399752,470,"*","Peak_10518_DC1_only"
"10519","chr3",129428459,129428984,526,"*","Peak_10519_DC2_only"
"10520","chr3",129439337,129440609,1273,"*","Peak_10520_Both_DC1_DC2"
"10521","chr3",129490351,129490675,325,"*","Peak_10521_DC2_only"
"10522","chr3",129530349,129530740,392,"*","Peak_10522_DC1_only"
"10523","chr3",129543417,129544081,665,"*","Peak_10523_DC2_only"
"10524","chr3",129552706,129553380,675,"*","Peak_10524_DC2_only"
"10525","chr3",129576227,129576501,275,"*","Peak_10525_DC2_only"
"10526","chr3",129591890,129592260,371,"*","Peak_10526_DC2_only"
"10527","chr3",129593081,129593887,807,"*","Peak_10527_DC2_only"
"10528","chr3",129594947,129595271,325,"*","Peak_10528_DC2_only"
"10529","chr3",129596330,129596611,282,"*","Peak_10529_DC2_only"
"10530","chr3",129599594,129600157,564,"*","Peak_10530_DC2_only"
"10531","chr3",129605576,129605855,280,"*","Peak_10531_DC2_only"
"10532","chr3",129607032,129608053,1022,"*","Peak_10532_DC2_only"
"10533","chr3",129608916,129609310,395,"*","Peak_10533_DC2_only"
"10534","chr3",129611626,129612611,986,"*","Peak_10534_DC2_only"
"10535","chr3",129622584,129623157,574,"*","Peak_10535_DC2_only"
"10536","chr3",129625554,129628514,2961,"*","Peak_10536_Both_DC1_DC2"
"10537","chr3",129688468,129688765,298,"*","Peak_10537_DC1_only"
"10538","chr3",129799301,129799588,288,"*","Peak_10538_DC2_only"
"10539","chr3",129892628,129893392,765,"*","Peak_10539_DC2_only"
"10540","chr3",129974672,129975104,433,"*","Peak_10540_DC2_only"
"10541","chr3",130003288,130003828,541,"*","Peak_10541_DC2_only"
"10542","chr3",130059105,130059366,262,"*","Peak_10542_DC1_only"
"10543","chr3",130094229,130094566,338,"*","Peak_10543_DC1_only"
"10544","chr3",130097764,130098587,824,"*","Peak_10544_DC2_only"
"10545","chr3",130112506,130112851,346,"*","Peak_10545_DC2_only"
"10546","chr3",130153203,130153499,297,"*","Peak_10546_DC2_only"
"10547","chr3",130746547,130746931,385,"*","Peak_10547_Both_DC1_DC2"
"10548","chr3",130893406,130894113,708,"*","Peak_10548_Both_DC1_DC2"
"10549","chr3",131331544,131332144,601,"*","Peak_10549_DC2_only"
